,link,google_product_category,title,product_type,title_nouns,google_product_category_convert,product_type_convert,diff_rate,diff_rate_cat
1105,https://www.habitat.co.uk/chester-natural-fabric-armchair-dark-stained-feet-215221?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxppxi&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Chester Natural FaBric Armchair, Dark Feet",Sofas & Armchairs > Armchairs,armchair fabric foot chester dark natural,chair recliner sleeper arm,armchair,42,62
1992,https://www.habitat.co.uk/peach-skin-384437?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaampr&istBid=t,Home & Garden > Linens & Bedding > Bedding > Quilts & Duvets,Peach Skin Super Soft Single Duvet And Pillows Set 10.5 Tog,Soft furnishings > Bedroom Linen > Duvets & pillows,duvet single super set skin pillow peach,garden bedding duvet linen quilt,bedroom furnishing duvet linen pillow,41,62
1106,https://www.habitat.co.uk/chester-charcoal-fabric-armchair-oak-stained-feet-215220?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxppxp&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Chester Charcoal Grey FaBric Armchair,Sofas & Armchairs > Armchairs,armchair fabric charcoal chester grey,chair recliner sleeper arm,armchair,42,62
341,https://www.habitat.co.uk/hendricks-dark-grey-luxury-leather-armchair-345543?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlwtqpwxa&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Dark Grey Luxury Leather Armchair,Sofas & Armchairs > Armchairs,luxury armchair leather grey dark,chair recliner sleeper arm,armchair,57,62
1975,https://www.habitat.co.uk/duck-feather-duck-feather-kingsize-duvet-10-5-tog-381299?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprta&istBid=t,Home & Garden > Linens & Bedding > Bedding > Quilts & Duvets,Duckfeather Duck Feather King Size Duvet 10.5 Tog,Soft furnishings > Bedroom Linen > Duvets & pillows,duck king feather size duvet,garden bedding duvet linen quilt,bedroom furnishing duvet linen pillow,39,62
649,https://www.habitat.co.uk/chester-black-white-italian-woven-fabric-armchair-oak-stained-feet-24928?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaixi&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Chester Black & White Italian Woven FaBric Armchair,Sofas & Armchairs > Armchairs,italian armchair fabric black chester white,chair recliner sleeper arm,armchair,38,62
6380,https://www.habitat.co.uk/chester-dusty-rose-velvet-armchair-1784410?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwiraiiaw&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Chester Dusty Rose Velvet Armchair,Sofas & Armchairs > Armchairs,velvet chester rose armchair,chair recliner sleeper arm,armchair,32,62
466,https://www.habitat.co.uk/spencer-mid-tan-leather-armchair-metal-legs-343551?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlwtqpwwp&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Spencer Mid Tan Leather Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair tan spencer leather metal,chair recliner sleeper arm,armchair,62,62
1994,https://www.habitat.co.uk/ultrawashable-kingsize-duvet-10-5-tog-384424?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaampm&istBid=t,Home & Garden > Linens & Bedding > Bedding > Quilts & Duvets,Ultrawashable Kingsize Duvet 10.5 Tog,Soft furnishings > Bedroom Linen > Duvets & pillows,duvet,garden bedding duvet linen quilt,bedroom furnishing duvet linen pillow,100,62
4325,https://www.habitat.co.uk/townsend-cobalt-blue-velvet-armchair-11781605?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlitpxtxa&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Townsend Cobalt Blue Velvet Armchair,Sofas & Armchairs > Armchairs,armchair blue velvet townsend cobalt,chair recliner sleeper arm,armchair,38,62
1114,https://www.habitat.co.uk/chester-grey-fabric-armchair-oak-stained-feet-215199?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaprq&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Chester Grey FaBric Armchair, Oak Feet",Sofas & Armchairs > Armchairs,armchair fabric oak foot chester grey,chair recliner sleeper arm,armchair,35,62
586,https://www.habitat.co.uk/hendricks-black-and-white-italian-woven-fabric-armchair-289762?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqtap&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Black And White Italian Woven FaBric Armchair,Sofas & Armchairs > Armchairs,italian armchair fabric black white,chair recliner sleeper arm,armchair,32,62
587,https://www.habitat.co.uk/hendricks-dark-grey-velvet-armchair-289765?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqtar&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Dark Grey Velvet Armchair,Sofas & Armchairs > Armchairs,dark velvet grey armchair,chair recliner sleeper arm,armchair,36,62
342,https://www.habitat.co.uk/hendricks-dark-brown-luxury-leather-armchair-345547?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlwtqpwwx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Dark Brown Luxury Leather Armchair,Sofas & Armchairs > Armchairs,luxury armchair brown leather dark,chair recliner sleeper arm,armchair,52,62
1964,https://www.habitat.co.uk/hendricks-384561?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpxa&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Charcoal Grey Italian Woven Armchair,Sofas & Armchairs > Armchairs,charcoal armchair italian grey,chair recliner sleeper arm,armchair,36,62
585,https://www.habitat.co.uk/hendricks-natural-italian-woven-fabric-armchair-289763?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpirx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Natural Italian Woven FaBric Armchair,Sofas & Armchairs > Armchairs,italian armchair fabric natural,chair recliner sleeper arm,armchair,39,62
2244,https://www.habitat.co.uk/lyle-saffron-fabric-armchair-419969?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqwx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Saffron Yellow Armchair Bench, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair yellow saffron metal bench,chair recliner sleeper arm,armchair,46,62
6385,https://www.habitat.co.uk/chester-ink-blue-velvet-armchair-1784415?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwiraiiam&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Chester Ink Blue Velvet Armchair,Sofas & Armchairs > Armchairs,armchair ink blue velvet chester,chair recliner sleeper arm,armchair,50,62
2245,https://www.habitat.co.uk/lyle-natural-fabric-armchair-419968?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqww&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Natural FaBric Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair fabric metal natural,chair recliner sleeper arm,armchair,46,62
6602,https://www.habitat.co.uk/smithfield-dark-grey-velvet-armchair-1784438?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iiapqlrmw&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Dark Grey Velvet Armchair,Sofas & Armchairs > Armchairs,dark velvet grey armchair,chair recliner sleeper arm,armchair,36,62
2246,https://www.habitat.co.uk/lyle-teal-fabric-armchair-419970?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpql&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Teal Blue FaBric Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair fabric teal blue metal,chair recliner sleeper arm,armchair,46,62
582,https://www.habitat.co.uk/hendricks-purple-velvet-armchair-289768?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpipq&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Purple Velvet Armchair,Sofas & Armchairs > Armchairs,velvet purple armchair,chair recliner sleeper arm,armchair,45,62
2247,https://www.habitat.co.uk/lyle-grey-fabric-armchair-419973?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Grey FaBric Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair fabric grey metal,chair recliner sleeper arm,armchair,37,62
2248,https://www.habitat.co.uk/lyle-blue-fabric-armchair-419975?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqwi&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Blue FaBric Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair fabric blue metal,chair recliner sleeper arm,armchair,37,62
581,https://www.habitat.co.uk/hendricks-emerald-green-velvet-armchair-289770?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpipm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Emerald Green Velvet Armchair,Sofas & Armchairs > Armchairs,green velvet emerald armchair,chair recliner sleeper arm,armchair,32,62
574,https://www.habitat.co.uk/porto-grey-fabric-armchair-218799?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaawam&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Porto Grey FaBric Armchair, Wooden Feet",Sofas & Armchairs > Armchairs,armchair fabric porto foot grey,chair recliner sleeper arm,armchair,42,62
6162,https://www.habitat.co.uk/hendricks-grey-fabric-armchair-1785621?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwtlliala&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Teal FaBric Armchair,Sofas & Armchairs > Armchairs,teal armchair fabric,chair recliner sleeper arm,armchair,40,62
5042,https://www.habitat.co.uk/teo-charcoal-fabric-armchair-1785320?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=warappxtl&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Teo Charcoal Grey Velvet Armchair,Sofas & Armchairs > Armchairs,charcoal velvet grey armchair,chair recliner sleeper arm,armchair,32,62
4933,https://www.habitat.co.uk/momo-2-teal-blue-fabric-armchair-wooden-feet-1781568?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmrlpamiq&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Momo Teal Blue FaBric Armchair, Wooden Feet",Sofas & Armchairs > Armchairs,armchair fabric teal blue foot,chair recliner sleeper arm,armchair,42,62
4934,https://www.habitat.co.uk/momo-2-saffron-yellow-fabric-armchair-1781569?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmrlpamia&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Momo Saffron Yellow FaBric Armchair,Sofas & Armchairs > Armchairs,armchair yellow fabric saffron,chair recliner sleeper arm,armchair,42,62
1452,https://www.habitat.co.uk/smithfield-brown-leather-armchair-295251?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaarra&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Brown Leather Armchair,Sofas & Armchairs > Armchairs,brown leather armchair,chair recliner sleeper arm,armchair,53,62
1453,https://www.habitat.co.uk/smithfield-black-leather-armchair-295250?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaarlt&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Black Leather Armchair,Sofas & Armchairs > Armchairs,armchair leather black,chair recliner sleeper arm,armchair,50,62
6306,https://www.habitat.co.uk/hendricks-charcoal-fabric-armchair-1785655?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwwqpptpl&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Charcoal Grey FaBric Armchair,Sofas & Armchairs > Armchairs,charcoal armchair fabric grey,chair recliner sleeper arm,armchair,37,62
5039,https://www.habitat.co.uk/teo-green-fabric-armchair-1785317?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=warappxti&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Teo Green Velvet Armchair,Sofas & Armchairs > Armchairs,green velvet armchair,chair recliner sleeper arm,armchair,48,62
5036,https://www.habitat.co.uk/teo-orange-fabric-armchair-1785314?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=warappxtt&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Teo Orange Velvet Armchair,Sofas & Armchairs > Armchairs,orange velvet armchair,chair recliner sleeper arm,armchair,45,62
2801,https://www.habitat.co.uk/smithfield-grey-luxury-leather-wingback-armchair-153908?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwrmx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Grey Luxury Leather Wingback Armchair,Sofas & Armchairs > Armchairs,luxury armchair leather grey wingback,chair recliner sleeper arm,armchair,50,62
2800,https://www.habitat.co.uk/smithfield-chocolate-luxury-leather-wingback-armchair-153906?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrtttap&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Chocolate Luxury Leather Wingback Armchair,Sofas & Armchairs > Armchairs,luxury chocolate armchair leather wingback,chair recliner sleeper arm,armchair,46,62
2799,https://www.habitat.co.uk/smithfield-brown-luxury-leather-wingback-armchair-153904?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrtttai&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Smithfield Brown Luxury Leather Wingback Armchair,Sofas & Armchairs > Armchairs,luxury armchair brown leather wingback,chair recliner sleeper arm,armchair,46,62
4932,https://www.habitat.co.uk/momo-2-charcoal-fabric-armchair-with-wooden-legs-1781567?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmrlpamim&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Momo Charcoal Grey FaBric Armchair With Wooden Legs,Sofas & Armchairs > Armchairs,leg armchair fabric charcoal grey,chair recliner sleeper arm,armchair,31,62
3133,https://www.habitat.co.uk/chester-light-brown-leather-armchair-oak-stained-feet-296911?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxrttwpt&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Chester Light Brown Leather Armchair, Oak Stained Feet",Sofas & Armchairs > Armchairs,armchair brown oak foot leather chester light,chair recliner sleeper arm,armchair,46,62
3134,https://www.habitat.co.uk/chester-stone-leather-armchair-oak-stained-feet-296914?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwllm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Chester Stone Leather Armchair, Oak Stained Feet",Sofas & Armchairs > Armchairs,armchair stone oak foot leather chester,chair recliner sleeper arm,armchair,46,62
6161,https://www.habitat.co.uk/hendricks-teal-fabric-armchair-1785620?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwtllialq&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Teal FaBric Armchair,Sofas & Armchairs > Armchairs,teal armchair fabric,chair recliner sleeper arm,armchair,40,62
4896,https://www.habitat.co.uk/desree-yellow-velvet-armchair-1782404?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmpwqptmx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Desree Yellow Velvet Armchair,Sofas & Armchairs > Armchairs,velvet yellow armchair,chair recliner sleeper arm,armchair,41,62
4897,https://www.habitat.co.uk/desree-blue-velvet-armchair-1782405?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wmpwqptmw&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Desree Blue Velvet Armchair,Sofas & Armchairs > Armchairs,velvet blue armchair,chair recliner sleeper arm,armchair,50,62
907,https://www.habitat.co.uk/spencer-grey-luxury-leather-armchair-oak-legs-446563?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaiai&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Spencer Grey Luxury Leather Armchair, Oak Legs",Sofas & Armchairs > Armchairs,luxury armchair leg oak spencer leather grey,chair recliner sleeper arm,armchair,54,62
6158,https://www.habitat.co.uk/hendricks-oragne-fabric-armchair-1785617?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwtllialr&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Orange FaBric Armchair,Sofas & Armchairs > Armchairs,orange armchair fabric,chair recliner sleeper arm,armchair,36,62
6159,https://www.habitat.co.uk/hendricks-blue-fabric-armchair-1785618?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwtlliall&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Blue FaBric Armchair,Sofas & Armchairs > Armchairs,armchair blue fabric,chair recliner sleeper arm,armchair,45,62
584,https://www.habitat.co.uk/hendricks-orange-velvet-armchair-289773?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqtai&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Orange Velvet Armchair,Sofas & Armchairs > Armchairs,orange velvet armchair,chair recliner sleeper arm,armchair,45,62
6160,https://www.habitat.co.uk/hendricks-green-fabric-armchair-1785619?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iwtllialm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Green FaBric Armchair,Sofas & Armchairs > Armchairs,green armchair fabric,chair recliner sleeper arm,armchair,38,62
1961,https://www.habitat.co.uk/hendricks-384565?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprtq&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Grey Italian Woven Armchair,Sofas & Armchairs > Armchairs,italian armchair grey,chair recliner sleeper arm,armchair,38,62
1959,https://www.habitat.co.uk/hendricks-384553?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqamml&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Navy Blue Velvet Buttoned Armchair,Sofas & Armchairs > Armchairs,armchair velvet blue navy,chair recliner sleeper arm,armchair,56,62
583,https://www.habitat.co.uk/hendricks-sage-green-velvet-armchair-289775?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxpipa&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Hendricks Sage Green Velvet Armchair,Sofas & Armchairs > Armchairs,green velvet sage armchair,chair recliner sleeper arm,armchair,32,62
6643,https://www.habitat.co.uk/fenner-charcoal-velvet-armchair-1785877?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=iiitrawtm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Fenner Charcoal Grey Velvet Armchair,Sofas & Armchairs > Armchairs,charcoal velvet grey armchair,chair recliner sleeper arm,armchair,32,62
117,https://www.habitat.co.uk/talia-grey-bench-334851?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wllwxmqrp&istBid=t,Furniture > Benches > Storage Benches,Talia 3 Seater Grey Painted Solid Beech Bench,Inspiration > Style Steals > Shop all Style StealsInspiration > Style Steals > Dining RoomFurniture > Storage Furniture > Hallway StorageFurniture > Dining Room > Chairs & Benches,solid beech bench grey,storage bench,storage roomfurniture style storagefurniture chair all shop steal furniture hallway room stealsinspiration dining bench,54,62
1281,https://www.habitat.co.uk/hyde-brown-premium-leather-armchair-wooden-leg-435420?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaarxp&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Hyde Brown Premium Leather Armchair, Wooden Leg",Sofas & Armchairs > Armchairs,leg armchair premium brown leather,chair recliner sleeper arm,armchair,54,62
2215,https://www.habitat.co.uk/lyle-charcoal-fabric-armchair-419967?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprrt&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Charcoal Grey FaBric Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair fabric charcoal grey metal,chair recliner sleeper arm,armchair,31,62
2225,https://www.habitat.co.uk/lyle-cream-leather-armchair-420008?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxr&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Cream Leather Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair cream leather metal,chair recliner sleeper arm,armchair,51,62
2227,https://www.habitat.co.uk/lyle-black-premium-leather-armchair-420003?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxm&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Lyle Black Premium Leather Armchair,Sofas & Armchairs > Armchairs,premium armchair leather black,chair recliner sleeper arm,armchair,53,62
2228,https://www.habitat.co.uk/lyle-brown-premium-leather-armchair-420001?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpma&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs",Lyle Brown Premium Leather Armchair,Sofas & Armchairs > Armchairs,premium brown leather armchair,chair recliner sleeper arm,armchair,50,62
2229,https://www.habitat.co.uk/lyle-brown-leather-armchair-420006?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqt&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Brown Leather Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair brown leather metal,chair recliner sleeper arm,armchair,47,62
2230,https://www.habitat.co.uk/lyle-black-leather-armchair-420004?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqx&istBid=t,"Furniture > Chairs > Arm Chairs, Recliners & Sleeper Chairs","Lyle Black Leather Armchair, Metal Legs",Sofas & Armchairs > Armchairs,leg armchair black leather metal,chair recliner sleeper arm,armchair,43,62
